M/Z,Intensity
764.73245,8595
765.15391,2262
765.29717,4948
765.36706,39963
765.40198,9714
765.43683,8982
765.795,1811
766.2955,12131
766.36283,6934
766.37589,4052
766.39797,5340
766.4222,19458
766.45945,658667
766.49599,2486
767.2986,3853
767.34795,3646
767.38892,4012
767.40657,14935
767.41752,8204
767.4626,220568
768.37715,5279
768.40237,23929
768.41381,20673
768.44989,176754
768.46629,29622
769.25395,21296
769.38653,34478
769.43366,103282
769.4528,44268
769.47038,80699
769.507,20473
770.25707,4587
770.3815,6416
770.39237,7117
770.41796,49828
770.43612,19743
770.45485,13347
770.46615,8990
770.49135,7465
770.51354,11215
771.3653,397425
771.41297,124741
771.44991,29373
771.46104,101759
771.48948,73616
771.52321,19871
772.36881,122985
772.37935,23869
772.39736,153458
772.41641,23160
772.43401,71269
772.44515,50915
772.48188,72041
772.51836,251170
773.12839,10859
773.40067,55868
773.42924,273290
773.45514,45554
773.46557,20724
773.52169,78085
774.13168,3776
774.38828,56574
774.41257,41010
774.43266,74019
774.45068,21663
774.46108,51542
774.48649,38303
775.39781,69306
775.445,351494
775.48945,16390
775.93215,7591
776.39282,82016
776.42928,58287
776.44843,103306
777.12609,2649
777.14756,2391
777.3409,6647
777.37185,4206
777.40172,35209
777.43397,4613
777.45108,26620
777.92997,1976
778.40793,64748
778.42257,6562
778.4456,35698
778.77462,1655
779.15069,15586
779.16261,130642
779.38154,6707
779.41788,7691
779.44353,24058
780.16594,50815
780.34458,8148
780.40208,9126
780.47473,119118
781.14099,3521
781.16928,1765
781.2708,6233
781.36099,103236
781.4337,11176
781.45622,28938
781.47773,30310
782.08875,18406
782.3643,21137
782.39033,58948
782.41661,12336
782.45395,12966
782.50177,6368
783.37838,7216
783.39447,8603
783.42462,27037
783.44955,9404
783.47343,6042
783.48602,5641
784.39805,5711
784.43387,13158
784.44462,21120
784.47036,10280
784.48141,25998
785.30338,78086
785.36728,24500
785.40331,43248
785.42868,28775
785.46515,119136
785.49098,58397
785.50165,24088
786.41145,225801
786.42295,27631
786.44908,172773
786.45901,48512
786.47152,55037
786.48604,36487
787.41412,50210
787.451,35870
787.46962,171955
788.33824,4225
788.43971,484362
788.46652,62567
788.80185,4124
789.10292,7379
789.37658,36667
789.3886,24595
789.42413,56975
789.44335,141754
789.46014,43517
790.35256,6688
790.40797,78488
790.43858,23239
791.36842,17685
791.40292,34169
791.45058,26680
791.50122,5120
791.90767,11966
792.3503,22105
792.4041,7817
792.45089,6382
792.91104,2449
793.12127,1734
793.34604,3732
793.40738,15061
793.42325,6093
793.43324,5993
793.47031,43233
793.51816,56653
793.90507,3828
794.38106,18174
794.41772,11689
794.45402,2588
794.48405,16868
794.50011,6118
794.5216,14658
795.12742,212228
795.13618,125074
795.41295,30338
795.42452,61054
795.44985,133634
795.63178,19020
796.13064,79174
796.4084,233231
796.45286,30371
796.50688,5123
797.11464,2708
797.13414,14858
797.41149,64928
797.42827,46179
797.4652,183061
797.93316,4749
798.36464,53339
798.38922,13003
798.41348,12312
798.43087,7328
798.46088,49902
798.46777,51309
798.48574,10481
798.52266,8527
799.36831,7642
799.41907,12925
799.44457,18834
799.45573,28620
799.4921,14090
799.51748,10418
800.40349,90137
800.42888,35625
800.46534,76913
801.14508,28258
801.29919,80875
801.40566,56557
801.41312,217139
801.47152,293779
801.49679,101373
802.14877,10831
802.39039,40155
802.41616,55733
802.44467,59726
802.45563,62033
802.47465,104862
802.50008,20095
803.39296,18191
803.43951,41408
803.47659,58011
803.50278,7198
804.42425,37234
804.43426,48685
804.461,8328
805.36483,13435
805.39136,10947
805.42849,18162
805.46692,10304
806.0995,32033
806.36113,17826
806.38401,30772
806.40388,12172
806.41934,8908
806.45501,9406
807.28017,20015
807.34328,26557
807.38656,8721
807.40261,5142
807.45007,24169
808.34672,4648
808.43383,12531
808.44566,10614
809.32206,4155
809.36031,2737
809.39534,2592
809.41862,10710
809.4293,21818
809.46614,10735
810.42275,36563
810.45019,16825
810.46099,17864
810.49789,3264
810.84134,7068
811.07576,13844
811.10004,7420
811.39682,33592
811.43376,225057
812.07952,4203
812.10356,1869
812.38418,21822
812.43763,88686
812.46473,35719
812.50143,21834
812.51269,30391
813.43505,1819929
813.49667,27821
813.52257,9669
813.54475,3316
814.43851,526048
814.49181,136098
814.52841,116660
815.41462,60998
815.43997,429976
815.4873,88065
815.51563,48555
815.53195,26610
816.42442,123966
816.44345,134420
816.46083,74905
816.49695,24124
816.51928,17889
816.84732,2800
817.11017,84520
817.36555,56119
817.40867,175573
817.42715,23620
817.45602,57372
817.49272,23449
818.11298,29419
818.36849,11398
818.41169,42433
818.44044,63103
818.45966,47337
819.11585,5406
819.2746,7795
819.41697,268643
820.41979,126750
820.4569,10006
820.49452,39251
821.36573,11210
821.42212,30837
821.45413,4581
821.71725,7817
822.38035,5074
822.42533,10365
822.44887,6232
822.54489,2178
822.94365,12211
823.11505,15240
823.12727,7151
823.2817,5311
823.39578,7029
823.43373,6519
823.45532,31657
823.54269,7444
824.1183,4903
824.17436,6995
824.37145,7504
824.40748,4927
824.43958,5349
824.46502,5889
824.50246,4983
825.10304,5255
825.40928,7454
825.42578,4366
825.46144,5000
825.49734,6366
826.40038,54938
826.42019,5730
826.45604,48875
826.52965,8894
827.04985,11251
827.37985,4672
827.4031,12621
827.43947,25595
827.4767,11278
827.51295,15003
827.54952,7567
827.88633,21821
828.05351,3023
828.42404,32443
828.47136,54256
828.51781,11746
828.55522,5217
829.43011,33366
829.4556,80840
829.48066,163090
829.50301,42685
830.41431,24305
830.45058,50212
830.4766,102194
830.48511,89199
831.42883,76239
831.44688,43188
831.47205,203101
831.49073,80845
831.50812,27862
832.40961,31369
832.43126,70380
832.47576,56832
832.49408,32448
832.88918,13720
833.08322,57914
833.35979,17815
833.41597,228672
834.0876,22307
834.14788,9821
834.36225,8756
834.41903,70516
834.47081,19059
834.48103,20355
835.08243,4232
835.41131,33959
835.41842,33700
836.42224,4840
836.45225,24451
836.47687,9271
836.56126,61231
836.68084,3106
837.42438,38402
837.46119,26885
837.48484,4497
837.56493,15321
837.95257,5467
838.35047,8882
838.40945,11296
838.44469,32783
838.5185,2622
839.09105,71329
839.2274,6592
839.25515,5552
839.36878,2646
839.42811,16203
839.45283,4613
839.47618,4204
840.09558,26944
840.3985,28976
840.43462,47762
840.47158,51931
840.4823,117713
840.53334,4234
841.07792,24343
841.09996,4655
841.43862,4760
841.48607,28552
841.50395,12690
841.529,14354
841.78919,3655
842.08006,7222
842.38114,10232
842.51389,1077066
843.42831,207097
843.48255,45029
843.51717,383401
844.41177,867256
844.41996,61332
844.43156,72160
844.4657,137566
845.09719,12561
845.41582,343672
845.49843,315376
846.09978,4070
846.40727,24878
846.41926,64859
846.44577,35026
846.46108,26186
846.50251,105453
846.9608,11802
847.42044,25143
847.44432,6106
847.46674,17416
847.50591,8702
848.4282,25516
848.43972,26434
849.04146,3399
849.38978,255717
850.39438,89946
850.41955,52869
850.445,9615
850.57629,26664
850.67727,3054
851.39138,31364
851.42348,9701
851.44033,4221
851.58098,6267
851.70799,17414
852.3956,3010
852.43463,4907
852.47169,3794
852.53408,78751
852.87645,6129
852.92669,16484
853.35016,3225
853.38651,27625
853.40853,23922
853.46622,14031
853.53688,25801
854.39181,31946
854.41893,6248
854.45087,22019
854.4874,3780
854.51308,23775
855.05659,96862
855.06544,160294
855.0782,13213
855.39933,35223
855.47234,56624
855.51981,26722
856.05988,35702
856.06934,57182
856.16689,14274
856.40327,2533
856.46635,3718
856.50285,14111
857.05121,18893
857.06282,15087
857.07381,11394
857.15207,2574
857.4253,31823
857.50924,1102894
858.0551,6827
858.47161,76220
858.50401,41600
858.513,337510
859.04918,3691
859.3757,9897
859.42387,119111
859.44033,17139
859.46793,51394
859.51518,1142157
860.38867,56561
860.40741,117300
860.42651,39499
860.45118,63979
860.51818,343880
861.07305,68684
861.43873,12098107
861.51986,48795
862.07674,24479
862.44318,4239291
863.06657,5590
863.43399,330665
863.44643,590585
863.52469,38903
864.21899,38556
864.43696,110619
864.47113,594281
864.49427,70287
865.4103,12872
865.47564,225716
865.49887,24885
865.54013,22233
865.76914,2656
866.38,17573
866.40066,11995
866.44044,30378
866.47819,66934
866.9361,9689
867.44566,20363
867.48173,29153
867.51939,147278
868.45659,6491
868.52249,35938
868.69208,3674
869.03617,2876
869.06269,5016
869.37624,20019
869.40337,11189
869.42763,8296
869.52512,4219
870.12254,16910
870.36621,16652
870.41002,45203
870.49406,39081
870.50927,17158
870.53181,14939
870.54564,10453
871.03107,99089
871.04052,123303
871.37129,11050
871.51351,73033
871.79233,9717
872.03523,38562
872.0446,45962
872.41459,8355
872.45114,4204
872.48802,31045
872.51757,8418
873.03737,19178
873.48349,101099
873.53134,207209
873.76699,9562
874.04115,3887
874.42904,62766
874.44925,31437
874.4666,24088
874.53384,47410
875.02464,2381
875.42598,16784
875.45256,8719
875.51684,43803
876.4104,31421
876.4455,4296
876.46828,27421
876.52135,20529
876.58561,5108
877.04744,243306
877.4338,6996526
878.0524,90481
878.42863,285917
878.43803,2263117
878.69941,3675
879.04242,13755
879.05539,15645
879.42922,178928
879.44174,327984
879.49269,30831
879.5245,59301
880.04587,4983
880.43239,53660
880.44258,74893
880.46906,78038
880.52728,20063
880.78464,7315
881.04104,2946
881.44046,20199
881.47288,28521
881.49689,41611
881.53479,73381
882.19471,19078
882.44741,6821
882.4944,31522
882.51941,4919
882.53859,14261
883.0646,3193
883.4216,253901
883.45438,31443
883.55099,63828
884.42503,97603
884.46126,41918
884.49762,233216
884.54507,27704
885.01001,12665
885.3728,12683
885.44627,36717
885.50214,86062
885.53038,133687
886.01328,3548
886.40848,9150
886.45,51655
886.47752,21876
886.51408,39857
886.53332,31955
886.56178,7306
887.01579,10327
887.43621,20258
887.45929,26057
887.51981,106385
887.55601,25042
888.4035,159119
888.45666,27974
888.49429,118911
888.52489,28309
889.40565,46326
889.52429,128018
890.40766,27707
890.4386,32493
890.45129,229211
890.52849,36961
891.04298,2460
891.32246,12594
891.45536,89171
891.50906,15358
892.46734,27450
892.51403,16733
893.02277,204509
893.40362,95000
893.4293,15933
894.0252,89751
894.40616,23983
894.43472,11957
894.46513,40785
895.02115,31217
895.03108,20882
895.08432,21708
895.40979,3374
895.46727,66221
895.51375,5593
896.02219,9551
896.4275,11297
896.47222,55611
896.5082,8267
896.55946,134453
896.99889,4964
897.47147,38670
897.49347,130628
897.53012,18461
897.56524,74540
898.48791,147419
898.51311,11100
899.03933,6635
899.39632,232153
899.41753,185633
899.46461,53079
899.49164,30508
899.50068,49251
899.52114,123126
899.54646,225292
900.39888,60209
900.42027,49802
900.44552,65787
900.52381,18365
900.54946,63905
900.9345,12529
900.98487,13390
901.39325,11178
901.52501,593291
901.98658,3362
902.2333,5320
902.42883,31805
902.45179,34387
902.52915,216234
903.4925,152194
903.53092,33493
903.56834,24662
904.31304,48763
904.39856,77711
904.44296,18737
904.48034,9797
904.49787,45785
904.5741,10235
905.40098,21431
905.46234,5700
905.51947,4691
906.44677,20764
906.48289,8695
907.0171,6506
907.43362,67730
907.47782,7314
908.01507,51048
908.35467,70753
908.43769,11357
908.46208,76670
908.99594,92294
909.41316,2635
909.46632,17363
909.50416,7566
909.51966,8193
909.99993,34667
910.44286,15897
910.97344,6382
910.99449,16165
911.40474,75984
911.44926,7584
911.5463,17054
911.99709,4487
912.40756,28222
912.48257,53132
912.52951,20145
912.86709,2745
913.02699,32817
913.46717,20969
913.48709,18682
913.53567,66235
914.02964,10850
914.52079,452547
915.01379,4333
915.39059,126889
915.5231,126132
915.54027,363958
915.89884,4949
916.39594,40612
916.50014,622170
916.54495,134854
917.11965,14070
917.42283,46219
917.4727,46545
917.50311,199149
917.54792,14160
918.47689,17604
918.50605,34403
918.54226,39287
918.95206,8780
919.46903,21574
919.51598,6460
919.54515,43164
920.00663,3209
920.43634,43369
920.47244,11929
920.54616,13169
920.92667,4351
921.37903,3310
921.40021,3311
921.44125,9213
921.50071,8739
921.53054,6434
921.6161,3852
921.67519,5632
921.96357,14027
922.42754,12653
922.56114,4863
923.36261,48513
923.39581,8291
923.43039,26940
923.5097,95419
923.57043,4176
924.37883,34875
924.43251,4136
924.49315,25874
924.76707,39990
925.12001,37227
925.34383,15249
925.36077,11592
925.38491,8786
925.48932,307698
925.56175,18941
925.6354,2624
926.4729,51013
926.49238,99131
926.50883,140274
926.5457,11937
926.98768,10067
927.51243,45586
927.54055,64545
928.45371,5032
928.49288,10584
928.53617,39555
929.00158,136503
929.22083,97242
929.44746,12669
929.55594,936237
929.79944,27480
930.003,44383
930.56108,385588
930.92306,3013
931.00862,7402
931.3702,16948
931.45337,10656
931.54661,7071116
931.68761,16813
932.54003,501500
932.55143,2684172
933.54078,151365
933.55302,440083
933.89676,3636
934.47888,75451
934.51883,60231
934.55766,58523
935.48124,17217
935.52024,15503
935.6174,4150
936.11326,8526
936.51536,5362
937.02642,7636
937.3731,2597
937.47662,8613
937.52427,13014
938.40348,16502
938.48269,36585
938.53009,5697
938.55673,6697
938.62077,4150
938.75803,15182
939.35681,10433
939.39847,14825
939.48177,31561
940.35981,6586
940.48634,6815
940.52503,5396
940.90699,5159
941.04693,18504
941.40604,1250250
941.44758,109210
941.59288,6878
941.87416,13774
942.40982,385802
942.51498,112952
942.55112,16434
943.50019,954489
943.53653,694817
943.57282,1570153
944.128,2445
944.17773,19238
944.45858,270973
944.50287,316097
944.53819,264341
944.56414,72045
944.57531,541329
944.97369,115499
945.05676,23442
945.46292,89718
945.50672,72996
945.54071,86467
945.56342,529273
945.57964,97423
945.97901,47534
946.46422,23342
946.5097,16458
946.56614,173761
946.67896,11842
946.7719,94907
946.97071,9118
946.98239,5264
947.37344,48447
947.47053,4169
947.51182,5140
947.57036,32432
947.59696,12910
947.97622,2897
948.52951,6727
948.59877,3805
949.00585,5761
949.0999,15262
949.45325,140857
949.94128,26624
949.98766,27313
950.43885,21788
950.45553,36128
950.49796,5177
950.63922,20140
950.68858,13545
950.73734,54430
951.44102,149659
951.46862,19349
951.5163,23612
951.54053,44052
951.62811,38318
952.28129,110973
952.42649,11310
952.5427,5165
952.5722,27795
953.08494,15260
953.17941,20615
953.4524,11576
953.53056,189473
953.60908,4603
953.88645,7889
953.92875,3666
954.45603,44361
954.51751,21060
954.53264,47669
954.58768,8512
954.87547,3722
955.53896,63730
955.55931,117130
955.58163,37215
956.34478,12885
956.53308,27196
956.56153,11500
957.29298,9691
957.40123,566360
957.49404,20860
957.55206,278952
958.05325,3914
958.40548,195160
958.50119,58957
958.5557,93212
958.57202,193572
958.81549,3386
958.90569,60750
959.40811,22319
959.55961,15720
959.57762,114666
959.67327,23255
959.72076,27374
960.48483,40510
960.50511,29364
960.52958,14661
960.57711,72442
961.29872,4438
961.44221,26948
961.48815,9349
961.56181,10825
962.25531,7780
962.30345,48734
962.54653,31663
962.58301,6148
963.02529,4211
963.07224,2929
963.38751,39954
963.50414,5949
963.56805,25740
963.79569,24262
963.84347,7217
963.93534,48789
963.98769,25042
964.39432,7023
964.45657,21951
964.48226,43461
964.51594,34464
964.55534,10006
964.57399,10524
964.71051,7547
964.75421,11404
965.4825,44962
965.5182,30303
965.55497,8638
965.62342,85557
966.25707,15835
966.30532,124963
966.40129,6290
966.44308,21540
966.49518,20845
966.55347,9577
967.27216,4462
967.31802,15352
967.51212,40222
967.54509,7309
967.5713,7726
968.05011,24402
968.49588,157037
968.53204,72161
968.59344,11735
968.82689,4412
968.92377,2924
969.01731,10756
969.33649,2825
969.50267,205633
969.84974,51775
970.50913,66262
970.57545,28637
970.72339,150121
971.36344,46262
971.43669,4001
971.51245,9196
971.56684,635233
971.65124,32311
972.48059,15220
972.51653,23656
972.57164,253749
972.58879,67459
973.12688,131783
973.32172,4468
973.49964,157629
973.57408,43855
973.59336,47362
974.10807,30228
974.15354,91997
974.50417,40587
974.542,4126
974.5981,7907
974.94589,3855
975.50548,63350
975.6855,81085
975.83023,4981
975.92574,2895
976.45153,416514
976.52498,139972
976.574,49265
977.45717,199658
977.48484,50188
977.60795,20944
978.25701,11818
978.40522,35836
978.45719,38711
978.51516,156002
979.10149,4123
979.24956,17752
979.34422,147666
979.36435,20797
979.38538,23847
979.5211,56253
979.61082,6754
979.99574,11555
980.04611,37222
980.48353,112184
980.53082,22771
980.84234,9778
980.89279,30326
981.45716,14548
981.48951,46361
981.52975,3262
981.74117,153518
981.79082,97392
982.4159,14809
982.49245,10239
982.58377,69417
982.64137,20745
983.39212,18550
983.49409,27218
983.51989,15693
983.5881,15751
984.17272,110979
984.24516,51898
984.54158,23828
984.5908,97195
985.17425,35587
985.24976,219427
985.29968,25791
985.58242,777755
986.10533,37897
986.35208,82344
986.57597,39125
986.58756,320603
986.61617,330907
987.01324,34366
987.06356,79630
987.5366,114313
987.5893,56344
987.61817,115527
987.77166,92171
987.87232,84625
988.06867,46295
988.11947,64814
988.45373,49863
988.50957,71190
988.54193,34224
988.62326,27370
988.68234,94636
989.03171,22334
989.45092,505116
989.53097,92210
989.54423,118066
989.646,38005
989.89354,192104
990.45498,204384
990.53638,19470
990.55998,48719
990.58554,30510
991.45869,25692
991.52176,5708
991.56455,4000
991.62328,3484
991.67428,26769
992.18999,283532
992.34206,31291
992.55473,5867
992.5918,47625
993.05825,9918
993.46082,90150
993.55116,13213
993.97794,8005
994.84997,182467
995.0027,51125
995.25411,35939
995.30439,5238
995.35954,15938
995.48284,7615
995.50928,5953
995.63132,7082
995.67067,17521
995.82522,59728
996.4666,67612
996.57443,10129
996.64799,261261
997.05437,81158
997.10538,7213
997.47181,29949
997.48619,24364
997.52415,8969
997.62654,15296
998.45287,101550
998.49119,13775
998.55411,22691
998.86009,69108
999.22909,6630
999.3834,11269
999.48977,6230
1000.16102,126202
1000.31553,7109
1000.47506,31918
1000.51102,36308
1000.58544,19312
1000.67335,30433
1001.04268,24761
1001.14653,90731
1001.19674,9622
1001.24909,10744
1001.51558,15709
1001.55694,13609
1002.03036,55963
1002.08172,26200
1002.47946,223670
1002.56356,17090
1002.62215,5684
1003.07149,101236
1003.48355,97644
1003.75028,19535
1003.90652,88558
1004.31807,124338
1004.48633,13897
1004.60054,14276
1004.69098,31781
1005.2587,9544
1005.44759,339171
1005.58131,109681
1005.68449,5613
1005.73676,3027
1006.15293,25213
1006.4499,125293
1006.49256,9561
1006.52413,17298
1006.57752,24192
1007.15718,6599
1007.45473,7431
1007.52337,70020
1007.57545,27685
1007.62739,6106
1007.98983,36653
1008.04347,4067
1008.36503,10175
1008.52934,14913
1008.59935,14080
1008.93954,7442
1009.26239,10644
1009.52189,19672
1009.66747,3806
1009.83645,98786
1010.52922,6646
1010.61732,9692
1011.06052,48043
1011.11293,49502
1011.16632,12034
1011.4344,9913
1011.45656,5844
1011.51379,6964
1012.06775,62963
1012.11973,10152
1012.50963,29261
1012.55816,46792
1012.91801,72039
1013.46235,21613
1013.54292,115874
1013.59007,14578
1013.98176,10529
1014.46012,6153
1014.50742,9261
1014.55486,32810
1014.72911,107526
1014.78217,94706
1014.88765,12124
1015.533,15276
1015.55996,90152
1015.62948,12802
1015.7966,123193
1015.85013,28205
1016.50536,21893
1016.56276,10008
1016.59902,6565
1017.28874,128187
1017.50042,66131
1017.53688,16748
1017.56688,42844
1018.20129,76413
1018.486,374593
1018.59594,73522
1018.63878,12857
1019.16897,107571
1019.48768,124633
1019.55346,64676
1019.59749,11975
1020.13877,27027
1020.36237,49949
1020.47061,53788
1020.49178,18594
1021.10953,9888
1021.44224,34454
1021.51137,123046
1022.10148,16938
1022.20048,25362
1022.25435,98700
1022.36194,41471
1022.51387,40536
1022.54139,5393
1022.89703,8677
1022.95002,7221
1023.10575,7129
1023.17589,112642
1023.50435,6316
1023.92877,3639
1024.0981,4179
1024.15253,4309
1024.26167,71662
1024.55793,1029250
1024.85252,28507
1025.07681,4662
1025.18666,70057
1025.24094,23148
1025.48399,38161
1025.56184,430330
1025.83243,37080
1026.00448,4098
1026.05871,23706
1026.11374,10416
1026.489,14690
1026.56563,110144
1026.7607,71037
1027.42873,6997
1027.55676,37273
1027.56851,38027
1027.97147,15766
1028.13549,34151
1028.51764,10467
1028.54251,46936
1028.62637,136567
1028.67675,19297
1028.7314,17241
1028.90358,7665
1029.14119,18490
1029.54827,24097
1029.58574,188303
1029.63092,46118
1029.89212,73339
1029.94659,50026
1030.55008,50943
1030.59887,356307
1031.5216,11142
1031.55671,18934
1031.70927,72844
1031.76433,74925
1032.47273,40490
1032.54836,87995
1032.60008,237295
1032.75814,95753
1033.47407,14180
1033.524,16902
1033.55084,17000
1033.60325,93351
1033.75383,20541
1033.8085,75503
1034.46578,81216
1034.53032,4623
1034.60711,4125
1034.69603,11012
1034.74996,4216
1035.40936,80380
1035.46492,98491
1035.64015,103527
1035.69564,125627
1036.41152,13863
1036.47448,39669
1036.56917,4012
1037.48149,64072
1038.07705,21925
1038.36228,260796
1038.4265,21139
1038.48742,8156
1038.52561,29959
1038.59376,51258
1038.64943,24429
1039.07894,8969
1039.37818,90352
1039.48979,10049
1039.56876,53065
1039.60124,82450
1040.32137,104048
1040.38661,175730
1040.4694,9383
1040.55398,73660
1040.63828,24154
1041.34055,93903
1041.45238,33118
1041.50997,3986
1041.55857,10414
1042.29387,31336
1042.35336,69698
1042.4094,10116
1043.31137,120582
1043.48028,15619
1043.53108,46726
1043.60325,36175
1044.0989,20667
1044.11158,66866
1044.27129,81955
1044.44017,46820
1044.60596,3063
1045.11425,32286
1045.23093,24806
1045.28834,22783
1045.4585,45484
1045.56943,457180
1046.04014,4181
1046.24413,120204
1046.30932,103964
1046.55458,571476
1046.57425,195080
1047.26491,14225
1047.38829,21522
1047.55649,225484
1048.23252,71873
1048.29807,14764
1048.41174,10633
1048.46788,12469
1048.56021,43366
1049.21055,14773
1049.3812,14824
1049.49609,59925
1049.51765,50408
1050.11716,21358
1050.18195,41898
1050.22962,7406
1050.35234,7052
1050.48239,2343252
1050.56522,4704
1051.21108,52121
1051.26831,166616
1051.32517,27500
1051.48709,941860
1052.18595,141402
1052.23348,283808
1052.47702,70130
1052.49085,212628
1052.57672,67231
1053.27657,15590
1053.33234,7036
1053.39106,9319
1053.47941,15374
1053.49201,34370
1053.53468,7380
1053.59515,21450
1053.65662,39939
1054.05039,5606
1054.13994,12913
1054.19734,30223
1054.24539,39952
1054.31219,42525
1054.34965,3742
1054.4963,5399
1054.58379,4933
1054.66373,10852
1055.28384,8300
1055.53195,3821
1055.56529,3707
1055.61296,24125
1056.26528,67672
1056.33186,284456
1056.44062,8536
1056.53426,9927
1057.25543,16092
1057.3154,45338
1057.58002,376796
1058.12862,5850
1058.24408,89360
1058.36015,37583
1058.5409,47619
1058.5843,174136
1058.66388,6045
1059.23159,25811
1059.34692,40848
1059.58501,26171
1059.64212,145558
1060.06345,16902
1060.08563,31498
1060.16276,75918
1060.32788,57655
1060.39483,85385
1060.48846,62316
1060.6472,50852
1061.06924,9076
1061.09153,16230
1061.15438,3038
1061.27028,11215
1061.38662,153866
1061.49339,15555
1061.56595,7331
1061.58868,6675
1061.65158,5012
1062.08322,3601
1062.32179,184192
1062.37968,42243
1062.48806,16862
1062.51442,39613
1062.60965,21209
1063.20026,61559
1063.43367,110400
1063.5193,10699
1064.25576,101558
1064.42657,6562
1064.47994,12907
1064.56522,44066
1065.25482,80342
1065.37172,6484
1065.48999,15348
1065.54794,20010
1065.63305,6508
1066.0791,34140
1066.09284,54114
1066.25538,27890
1066.37258,33721
1066.47809,766212
1067.08414,17446
1067.09825,27003
1067.48311,359804
1067.50757,2032404
1068.0889,7472
1068.10215,6246
1068.50978,867508
1068.60562,3786
1069.32743,157520
1069.38579,34294
1069.51239,206536
1069.5628,20519
1069.59057,77902
1070.45371,5183
1070.51722,38493
1070.56155,18932
1070.59614,22526
1070.62243,18397
1071.4046,16526
1071.50165,44946
1071.58348,88383
1071.64132,28905
1072.09872,2945
1072.41768,121770
1072.46468,49077
1072.53492,37943
1072.65504,328544
1072.7048,132632
1073.43202,78740
1073.47114,12483
1073.66133,10487
1074.56132,11448
1074.62586,9036
1074.79637,49478
1075.52583,88265
1075.64519,111190
1075.76377,34568
1076.51306,146476
1076.60488,24117
1076.89458,60342
1077.51786,54107
1077.62778,127723
1077.74711,20745
1077.86666,5290
1078.59406,47545
1078.6519,268983
1078.83132,8070
1078.89259,15820
1079.00184,51701
1079.49469,32900
1079.59885,11368
1079.73823,183109
1080.02885,6328
1080.50037,9278
1080.76616,9263
1080.94682,58503
1081.47755,68182
1081.54879,199291
1081.59161,236259
1081.79607,25774
1081.85676,65835
1081.97691,23607
1082.03843,75451
1082.05522,68079
1082.06896,44498
1082.55124,182589
1082.57443,1127635
1082.59561,90799
1082.88888,140625
1083.05981,35586
1083.07251,32281
1083.24183,98965
1083.50194,101087
1083.53644,143113
1083.57957,499619
1083.92298,24612
1084.06591,14200
1084.10466,89957
1084.50665,53981
1084.53959,45714
1084.58215,127057
1084.665,24332
1085.01956,33365
1085.14146,39659
1085.20192,52337
1085.37406,94897
1085.54044,6704
1085.58411,10306
1085.65802,27601
1086.05807,158483
1086.17945,63649
1086.24051,55191
1086.52336,39431
1086.59569,5189
1086.66459,6027
1087.09758,7581
1087.2822,42748
1087.52793,14090
1087.57556,22989
1088.07516,13740
1088.38458,137107
1088.43999,28792
1088.46139,23650
1089.07687,6205
1089.24558,177185
1089.48824,26203
1089.5962,6911
1090.47604,409003
1090.57034,33238
1091.33993,2790
1091.53897,8048
1091.57393,9404
1091.82253,53414
1092.43012,89909
1092.6086,114041
1093.40689,10456
1093.43514,23152
1093.50465,58682
1093.56658,16827
1093.6148,51595
1093.68923,35422
1093.9881,98659
1094.55906,67605
1094.74345,8222
1094.80649,69123
1095.59581,7562
1095.67784,28897
1095.80134,62177
1095.86364,86393
1096.1632,75823
1096.22403,6796
1096.92238,569283
1097.22296,28699
1097.47359,3781
1097.58845,32197
1097.85898,10988
1098.03333,39108
1098.04671,18766
1098.34605,68256
1098.54858,3687
1098.92202,163192
1099.03443,16160
1099.10888,147826
1099.41972,3508
1099.49623,161450
1099.6011,14367250
1099.9868,9771
1100.04863,24414
1100.50107,69021
1100.56206,2992082
1100.60482,7275923
1101.05405,68810
1101.30448,184730
1101.56716,1259890
1101.60969,1698322
1102.07244,3049
1102.3106,7806
1102.37368,53572
1102.56797,274174
1102.61113,273734
1102.74004,110852
1103.44477,13437
1103.52836,10067
1103.57028,48302
1103.6126,35277
1104.04875,16626
1104.39287,14531
1104.4566,70422
1104.49507,39184
1104.53525,8896
1104.58489,53825
1105.05446,8523
1105.4683,63398
1105.49959,16101
1105.54494,102468
1105.59065,15670
1105.86591,9511
1106.54682,74272
1106.67275,36486
1106.73656,46805
1106.79881,7070
1107.16866,23699
1107.62655,60820
1107.8801,89804
1108.42776,10257
1108.60448,27283
1108.89842,6426
1109.60866,4787
1109.85607,11587
1109.98377,32306
1110.10933,7875
1110.54746,9614
1111.00605,13143
1111.06936,5676
1111.1967,12097
1111.55389,3587
1111.68924,11594
1112.09482,34522
1112.20024,33051
1112.22099,39484
1112.28594,5031
1113.18517,49819
1113.37718,130282
1113.54574,15658
1113.67936,15595
1113.87903,4781
1114.60087,129982
1115.43779,57355
1115.50122,26777
1115.56598,71020
1115.6064,51720
1116.13459,19319
1116.55391,19561
1116.6021,35443
1116.63,61665
1116.72729,15604
1117.63329,25717
1117.69825,47379
1117.89121,27280
1118.04446,15577
1118.59951,71179
1118.79972,21476
1118.9295,63115
1118.99398,63155
1119.04872,7007
1119.50632,15590
1119.60674,122442
1119.90361,9584
1120.02578,7997
1120.09851,36072
1120.51119,14208
1120.59258,1251666
1120.72773,36272
1121.02875,3271
1121.07415,6257
1121.20488,38905
1121.26775,2793
1121.58196,283666
