M/Z,Intensity
522.32382,11016
522.59837,1912
523.11934,19087
523.12391,55190
523.13143,19910
523.13638,104982
523.1446,43332
523.14899,33236
523.26293,75538
523.2742,17940
523.28815,16415
523.29943,64572
523.30449,25436
523.30773,25618
523.99888,2581
524.0586,116239
524.13152,50037
524.14614,1161663
524.22195,20888
524.24717,30145
524.25797,5001
524.26652,6990
524.28346,21303
524.29456,16594
524.30737,4306
524.33105,36555
525.06211,12252
525.13923,40433
525.1493,312299
525.24105,37249
525.25606,4818
525.26754,7901
525.27862,39527
525.29007,16388
525.30276,6111
525.31514,42189
525.32629,8830
525.35137,63268
526.12342,34485
526.14717,15129
526.15314,32002
526.16194,69151
526.17686,8794
526.23947,5318
526.26271,33392
526.27253,56814
526.29921,18945
526.3104,24444
526.33569,6500
526.34676,5790
526.35491,4802
527.07135,69094
527.11876,11349
527.12707,5654
527.13142,8348
527.14414,18528
527.15523,13400
527.16599,10041
527.17645,7142
527.24662,5774
527.25775,12249
527.26913,28072
527.28307,39078
527.29424,66338
527.30546,29351
527.33076,56884
527.34202,30243
527.36751,8791
528.0746,2752
528.08124,2238
528.11758,14577
528.13904,44064
528.2534,57751
528.27848,49353
528.28965,155291
528.31482,20936
528.32601,154260
528.35133,35353
528.36244,42213
529.10201,48383
529.13426,20981
529.14686,12568
529.15938,4859
529.27377,159292
529.2848,16821
529.29312,26061
529.3103,124157
529.32145,54958
529.3297,26407
529.34678,161264
529.38318,174483
530.09747,59466
530.14275,51487
530.15498,28432
530.25744,31916
530.26849,29498
530.27682,23651
530.30518,205688
530.31646,47538
530.33059,83627
530.34184,144687
530.35316,99289
530.37844,21231
530.38678,35099
531.09233,9614
531.10046,11370
531.11758,105034
531.14998,13903
531.25311,67256
531.28947,194038
531.30057,104163
531.30855,47620
531.32574,161348
531.33691,125789
531.34498,20729
532.11292,134865
532.12108,47230
532.23692,17894
532.2735,134583
532.28461,23106
532.29617,88434
532.32121,31432
532.3296,34576
532.34079,18373
533.10833,60649
533.11639,56196
533.12096,30035
533.13353,105019
533.26842,238962
533.27945,52849
533.29871,21713
533.30479,158288
533.31605,53470
533.75314,23731
534.12846,132597
534.13661,41286
534.23512,13659
534.25319,12532
534.27215,59432
534.30854,33847
534.31978,3886
535.12395,70020
535.13204,55701
535.13655,49149
535.14903,48397
535.26303,71901
535.31064,49976
536.12683,11871
536.13152,25795
536.14399,73981
536.15227,14070
536.22213,5573
536.24527,13223
536.26668,5893
536.28367,16252
536.29512,9752
536.31784,11496
536.33124,11091
536.96505,7759
537.13957,44011
537.1477,23767
537.15214,24284
537.25445,6073
537.27877,43642
537.28998,72840
537.31343,102908
537.32432,7185
538.07866,3475
538.09958,3661
538.12802,12582
538.13545,5839
538.14703,11306
538.15942,20207
538.17694,5122
538.23769,2873
538.26315,34359
538.27412,4731
538.29948,28845
538.31055,14142
538.31684,20313
538.34696,7098
539.09524,5987
539.13162,28561
539.15514,10888
539.16367,3750
539.25778,16070
539.29419,23984
539.30563,98301
539.31709,18266
539.33092,27596
539.34225,24394
540.09417,15887
540.12645,5104
540.13853,8480
540.15149,3275
540.24224,5932
540.27856,9466
540.28993,57813
540.30932,9520
540.31514,15609
540.32638,74124
540.35145,1561
540.36269,4205
540.38803,1999
541.08947,7988
541.13458,11297
541.14728,17023
541.25059,12948
541.27343,38340
541.2987,74879
541.3098,37345
541.32106,34163
541.3465,52690
541.35775,134192
541.92638,4096
542.06938,173247
542.10973,54273
542.15423,9818
542.2461,54589
542.25802,29446
542.2692,38042
542.29434,27039
542.3057,116981
542.31689,111667
542.34202,135754
542.36132,18943
542.36713,67430
543.0727,18603
543.10514,72058
543.11327,17054
543.15003,10520
543.2527,11762
543.28943,89146
543.31459,23064
543.32598,112980
543.34522,20190
543.36234,27662
543.37363,53106
543.39879,44134
544.092,14608
544.1006,23364
544.11302,89075
544.12579,92618
544.17035,3668
544.2845,170004
544.32105,91943
544.35771,295132
544.39425,67538
544.40249,6603
544.43486,5173
545.12048,113309
545.12861,32962
545.28839,31108
545.30544,279575
545.31646,65737
545.34171,376349
545.35264,47156
545.3609,66676
546.11619,56415
546.1285,249326
546.14132,58145
546.30033,1842354
546.33653,93365
546.34481,80830
547.12406,25531
547.13187,73948
547.13657,85025
547.14469,23947
547.28434,116572
547.29523,120857
547.30367,383393
547.32086,81758
547.3574,15439
548.13148,38816
548.14393,51388
548.15655,9933
548.27988,15920
548.28793,42798
548.29892,27674
548.30772,31107
548.31627,88215
548.3244,13811
548.9474,19280
549.11771,20974
549.13958,27003
549.15224,31367
549.16052,7847
549.2823,49326
549.31554,10263
549.32646,65596
549.35589,66741
549.79991,245697
549.80393,24854
550.1256,261133
550.15993,16042
550.17728,3051
550.23012,8326
550.26289,69500
550.27384,7143
550.28047,28405
550.28504,8008
550.3017,99764
550.32978,4492
550.35925,13402
550.62956,10603
550.78308,4289
550.80412,6355
551.12876,70980
551.14372,4953
551.15494,7602
551.25805,9206
551.26616,8254
551.29458,29570
551.30576,7064
551.33114,13281
551.35711,48595
551.63324,2491
552.13877,15823
552.17168,2361
552.19319,2147
552.2193,19618
552.2536,9253
552.27893,10079
552.29166,14481
552.31519,30337
552.32612,12743
552.35991,10097
552.93929,4923
553.10219,16264
553.13459,7881
553.20521,31073
553.24873,126820
553.27382,64357
553.28711,80155
553.2985,6723
553.31008,37150
553.32133,17113
553.34649,8650
553.35784,40815
554.09738,20981
554.10558,2926
554.14261,3266
554.15497,12614
554.25202,16656
554.26905,16376
554.30534,74279
554.31658,176213
554.3417,19301
554.36697,30085
555.11809,69271
555.15026,6842
555.26409,94806
555.28935,21334
555.30059,15453
555.32017,31876
555.32598,62593
555.33721,36806
555.36274,24279
555.37389,11295
556.05083,5495
556.06874,2820
556.11299,81907
556.12106,18520
556.24563,8718
556.26768,10680
556.3213,56551
556.33264,234703
556.3578,21997
556.38285,115717
557.1082,29744
557.11628,24738
557.1333,62776
557.24584,6189
557.26885,12593
557.30541,54765
557.31657,38953
557.34188,353548
557.35281,28679
557.38958,37940
557.41448,27967
558.12854,91124
558.13665,20220
558.26165,32393
558.30072,74633
558.33691,124584
558.3449,73761
558.3482,49204
558.37327,9790
559.12388,41927
559.13198,29541
559.13649,19193
559.14897,26535
559.32083,84092
559.33198,171966
559.33989,13729
559.35721,23117
559.36832,83981
560.08679,41961
560.13198,11434
560.14444,56694
560.24738,8606
560.27978,51798
560.30498,51049
560.31613,237048
560.32718,28832
560.33548,27233
560.35252,56135
561.09027,6587
561.13974,27716
561.14791,13057
561.15224,11396
561.16453,3547
561.26389,99240
561.30016,190990
561.31119,13793
561.31942,47751
561.3364,14423
562.09353,37154
562.10262,90536
562.14776,7082
562.16,17311
562.24799,6635
562.26705,7998
562.30322,31240
562.33152,2769
562.33902,10539
562.44576,4005
563.09679,4012
563.10613,18956
563.13171,5131
563.15538,6061
563.26163,4144
563.28109,7403
563.29798,28128
563.33104,15903
563.36781,24758
564.05165,4228
564.11848,3056
564.13926,3988
564.24559,161816
564.27855,133314
564.31515,75630
564.32623,6286
565.14723,4970
565.24897,27610
565.27769,29843
565.28147,26043
565.31016,15662
565.32144,50198
565.34669,2426
566.1102,19946
566.14258,1958
566.15501,4451
566.19607,5689
566.25776,3354
566.27668,2937
566.29405,3958
566.30525,13862
566.32487,2093
566.34013,2297
567.10553,31607
567.11363,3829
567.15029,3036
567.25297,4673
567.28929,29523
567.30052,16878
567.33071,29993
567.33705,13238
567.36574,8057
568.11077,31891
568.13645,400398
568.2825,36052
568.32108,55357
568.33273,29076
568.35759,8121
568.36906,8538
569.12118,69699
569.13973,122223
569.30502,12092
569.31635,19844
569.34173,59464
569.35264,10150
569.37822,14686
570.1162,25285
570.12437,18749
570.14134,30505
570.3046,63002
570.3255,41779
570.33661,55786
570.34474,40706
570.36217,4890
570.37321,37144
571.1367,56622
571.1449,10446
571.27812,11603
571.29569,36901
571.30793,12430
571.32068,63454
571.332,39195
571.35722,343841
571.39381,5992
571.81916,18128
572.10769,25209
572.1319,22987
572.14446,21762
572.27991,24246
572.31605,32521
572.32738,67494
572.34142,11897
572.35231,20781
572.3605,75250
572.36387,96476
572.4002,49523
573.13972,11571
573.15239,21755
573.26407,8344
573.27917,20984
573.31146,44939
573.33666,30520
573.34786,200093
573.35892,34914
573.40363,3175
574.14762,8037
574.15983,7466
574.29564,60198
574.30695,26588
574.33196,103592
574.35121,36416
574.36832,66943
575.27963,23223
575.29076,68310
575.30491,14837
575.31607,69787
575.35256,181103
575.37201,7653
576.13927,6555
576.27453,19410
576.28213,6569
576.29043,5793
576.3111,112015
576.35603,38616
576.39136,13091
577.1025,4335
577.27744,5565
577.28488,11991
577.295,4247
577.31416,16853
577.34692,3387
578.09767,8133
578.15504,5526
578.25804,13040
578.2825,5896
578.30528,9208
578.34192,11191
578.3786,18765
579.11782,28894
579.15018,2427
579.2556,9046
579.28974,19994
579.30089,2632
579.32627,83243
579.33727,7429
579.3627,11902
580.02557,7589
580.11303,47681
580.12108,6173
580.24083,100391
580.28507,4161
580.31035,10439
580.32173,18662
580.32983,13092
581.10857,13999
581.11662,11762
581.13358,41377
581.24397,13483
581.26885,28454
581.31669,28609
581.34238,14162
581.35331,104074
581.37854,7561
581.61786,1874
582.12919,74573
582.13718,13979
582.33686,29558
582.34808,39613
582.35632,11023
583.12432,32027
583.13241,21400
583.14942,22240
583.27397,16789
583.28466,117388
583.29747,8476
583.33212,113981
584.08433,68465
584.14439,43636
584.15264,4634
584.257,47198
584.28803,20973
584.30502,9442
584.31634,73276
584.32757,31208
584.33582,15069
584.35263,32195
584.36384,12054
584.38911,12623
585.0881,18759
585.13983,22069
585.14808,9711
585.30022,177553
585.3114,44823
585.34781,212675
585.37305,146298
585.94464,1666
586.16015,12043
586.29544,47267
586.30343,34605
586.33168,60708
586.35086,46922
586.36802,63832
586.37589,22361
586.40461,14798
587.15527,5068
587.27363,14337
587.27981,17678
587.29902,2774
587.31628,14653
587.35238,66756
587.37491,16343
587.38868,6553
587.41112,25215
588.08206,29135
588.10296,22608
588.31147,79095
588.32271,82003
588.34794,93184
588.35924,314220
589.08574,3842
589.28505,10148
589.30622,149054
589.33158,23206
589.34269,63873
589.36206,64732
589.36801,16761
590.11841,1272925
590.29067,131664
590.30179,59315
590.30986,25089
590.32686,79582
591.12175,374121
591.29351,28231
591.3009,71672
591.31093,23686
591.33026,6179
591.33729,39950
592.12566,72773
592.28678,8545
592.31741,225323
592.87503,2024
593.12088,43499
593.129,6703
593.29168,5092
593.30585,39099
593.32098,43246
593.34169,23208
593.35333,4297
594.1167,17354
594.12489,12805
594.14173,24410
594.1743,1765
594.30033,49965
594.33687,32108
595.13674,41939
595.14513,5155
595.285,12393
595.29388,6520
595.32124,33943
595.33231,13984
595.38299,34813
596.1318,13594
596.14303,8539
596.29878,15681
596.31645,88944
596.3391,19650
596.35297,10975
596.38692,9933
597.13977,5679
597.1524,14932
597.30044,64643
597.31153,10133
597.31947,13130
597.33615,6049
597.34791,6814
598.14754,5081
598.15938,4221
598.25934,20872
598.29642,3674
598.30399,4533
598.33207,35395
598.34339,4661
598.36853,9167
598.37986,14175
599.15549,2712
599.25665,3762
599.32727,137926
599.36362,92673
599.38863,8753
600.04108,13324
600.05891,64193
600.31139,13540
600.33078,25263
600.34796,110921
600.35914,9155
600.36736,10367
600.38455,49318
600.40703,44813
600.42119,12203
601.04398,2461
601.06204,15417
601.30636,22719
601.33139,24953
601.34263,83526
601.35039,10208
601.36791,53523
601.37899,80246
602.05681,5318
602.32739,51278
602.33867,25599
602.36379,121706
602.38312,10253
602.59431,4006
603.11842,10671
603.32193,37126
603.34723,20890
603.3583,110136
603.36651,12138
604.02557,13311
604.07679,13370
604.11309,17464
604.30663,81171
604.34311,25215
604.36223,19976
604.37946,4205
605.10867,2816
605.11684,2850
605.13381,16463
605.25601,5234
605.30942,19329
605.32676,58736
605.37851,9969
605.55207,7668
606.08359,218885
606.09231,227137
606.12891,35383
606.33334,64843
607.08675,57173
607.09553,64943
607.12414,9989
607.13236,6498
607.14928,6181
607.2961,30615
607.33671,8282
607.36886,5573
608.09095,13241
608.09973,1754
608.14488,28682
608.26081,4675
608.2817,9223
608.3161,5186
608.32739,4662
608.35248,6346
608.36081,9608
609.13962,8051
609.1481,3561
609.31218,47593
609.33719,1921
609.34831,1733
609.38499,15543
610.14768,2061
610.16043,7006
610.32027,1686
610.33184,4327
610.34268,2784
610.35442,1745
610.37962,48692
611.15512,2202
611.32763,30642
611.35784,41172
611.38387,5856
611.42618,2256
611.95721,1737
612.10053,55170
612.28851,2636
612.31144,3827
612.34774,17216
612.35936,23270
612.38396,8562
612.39523,2982
612.4205,10505
613.10439,16916
613.16104,58703
613.32505,28688
613.33178,32799
613.34278,184307
613.3683,9435
613.44153,3805
614.16426,6378
614.30006,1766
614.3637,519987
614.41127,59750
615.10549,2344
615.28638,629326
615.35877,93243
615.36685,136043
615.3842,83645
615.39523,16017
616.28942,135921
616.34272,83409
616.35383,482473
616.37915,93411
616.41576,12503
617.1213,21391
617.3381,67428
617.35736,115956
617.37445,355848
618.1163,4086
618.14143,7081
618.286,12007
618.32245,49569
618.35848,24261
618.3699,18220
618.37783,91419
618.4019,3775
619.1371,27499
619.25072,1810
619.30604,2632
619.32497,11473
619.35348,1771
619.37816,7129
620.13211,7816
620.14131,4505
620.15702,1811
620.30108,23284
620.31612,5416
620.35271,8425
621.13944,1836
621.15224,7644
621.2302,7728
621.30502,8935
621.31207,13395
621.37406,2371
622.03602,16645
622.05599,5674
622.14799,3968
622.16001,2885
622.25193,1848
622.31795,3492
622.33186,2293
622.34332,11372
622.37965,1582
623.15543,1742
623.19266,6192
623.25625,2091
623.29056,51183
623.32713,9865
623.35261,17853
624.24252,3736
624.29438,3599
624.31155,3207
624.32308,11368
624.34772,11633
624.38461,2208
624.39591,5788
625.30707,5535
625.33205,7374
625.34341,15006
625.35489,17041
625.37968,3192
626.26725,50541
626.29062,29668
626.33832,142639
626.36333,3671
626.37302,2741
626.40002,3027
627.11846,3777
627.27345,29009
627.32237,14178
627.34168,26183
627.35871,60552
627.36994,28518
627.39513,45953
628.06588,70608
628.07477,82587
628.11348,7772
628.34276,32902
628.35404,22232
628.36185,8275
628.3794,61439
628.39066,31636
628.41603,10825
628.42737,8038
629.06934,20036
629.07827,23867
629.13387,9157
629.28371,15675
629.30161,5801
629.33799,39391
629.37454,122286
629.38602,13498
629.39995,10643
629.42257,14450
630.12901,24173
630.29695,19218
630.30985,51204
630.35231,34626
630.35883,110491
630.36998,155777
630.37837,17562
630.39524,24525
630.40662,14030
631.12412,6006
631.14924,4191
631.31685,4300
631.35412,114920
631.37325,28172
631.39048,112565
632.145,24451
632.30167,16639
632.31279,37900
632.33786,50632
632.37422,1915703
632.45348,8389
633.14031,9256
633.28577,5669
633.31534,60744
633.32177,19004
633.33286,11178
633.34796,43917
633.37741,450090
634.07075,13085
634.08324,11256
634.16048,6476
634.2992,3033
634.30666,4632
634.318,6522
634.33163,2594
634.35197,3163
634.38119,39270
635.07444,1908
635.08646,2305
635.14323,61744
635.31983,9578
636.14604,6981
636.31137,9067
636.32305,3167
636.34652,14661
636.38488,2449
637.26856,38096
637.30695,5136
637.33233,2396
637.3433,2473
637.41629,3798
638.16374,20709
638.27233,6562
638.32749,5078
638.33732,13509
638.36374,5579
638.37512,3914
638.60964,2338
639.16674,4145
639.28619,19164
639.32258,42466
639.34767,7478
639.35853,13637
639.37018,4235
639.4097,37481
640.12627,4264
640.30668,7755
640.34294,20787
640.35424,62192
640.37899,3361
640.39032,7139
640.41273,8817
641.12156,12381
641.13062,3067
641.33788,9867
641.34943,2895
641.35737,2296
641.37412,18004
641.38559,4284
641.41072,7673
642.32192,15420
642.3331,15304
642.35828,25105
642.36951,76696
642.39473,55929
642.40585,14325
643.13718,20144
643.3172,4416
643.36504,1361308
643.38994,36527
643.40114,3893
643.42704,8847
643.43819,2554
643.4634,2399
644.03116,78056
644.04021,49983
644.04911,43608
644.30117,12398
644.3235,42517
644.33754,64706
644.36831,311471
644.37537,32029
644.38529,73700
644.41045,47157
644.42187,38306
644.82529,13401
645.03441,19673
645.04344,12246
645.05241,10620
645.1526,7482
645.33297,7394
645.36939,31739
645.38105,23066
645.40589,4133
645.414,2615
645.42547,2397
646.03823,3660
646.04729,5091
646.14802,3434
646.30691,37803
646.35343,100373
646.39125,8671
647.27965,10742
647.32357,85100
647.34874,62826
647.35676,12194
648.33282,26385
648.35902,18821
649.3064,19868
649.34304,2957
649.37956,21251
650.0433,26307
650.04833,73810
650.05717,22728
650.32689,2556
650.33857,1715
650.36338,6719
650.40027,3057
651.05145,19556
651.0603,5086
651.11711,63211
651.33393,5867
651.34762,30732
651.35874,4839
652.04202,3683
652.05513,2827
652.1208,9563
652.31931,11614
652.34276,5320
652.35445,8720
652.36623,3087
653.13396,3555
653.24262,37608
653.33823,1813
653.37454,11795
653.38577,1660
653.41117,1710
654.06063,5587
654.12929,14833
654.31065,12169
654.32151,37923
654.33378,16097
654.35679,72325
654.4426,129050
654.8373,14949
655.12439,3307
655.1325,2427
655.33097,7512
655.36004,15184
655.38417,41208
655.39045,68952
655.4016,5940
655.42687,4682
655.44601,27361
656.06455,7086
656.14483,11976
656.33814,13812
656.34937,46543
656.38596,86031
656.41115,8050
657.06798,1626
657.33332,470552
657.3697,41311
657.40624,39451
657.44284,6420
657.9632,12943
658.00974,1553
658.33673,130162
658.39041,84066
658.40149,100514
658.4267,87464
659.33103,28942
659.36021,50818
659.38524,371902
659.39658,735018
659.4293,6088
660.33275,54508
660.34397,25562
660.36977,27970
660.38076,30453
660.38849,97160
660.39991,191837
660.41697,109907
661.31688,8569
661.32791,4844
661.37555,276999
661.40082,16869
661.41994,24205
662.31192,44770
662.32391,4431
662.34841,3985
662.37882,71787
663.31572,5227
663.32248,4142
663.45569,4919
664.11817,9915
664.31801,15959
664.34299,48864
664.36447,51989
665.12115,8668
665.34759,51157
665.37492,22635
665.41135,1990
666.01662,35896
666.02215,204734
666.02763,21201
666.03189,20634
666.35145,6244
666.35875,14709
666.3701,3395
666.40669,5317
666.64122,1737
667.0259,61957
667.13721,13821
667.18374,14037
667.33086,2725
667.35363,19596
667.36511,6492
667.39011,5510
667.40158,3057
668.02026,8731
668.02932,8993
668.13265,3884
668.14097,2276
668.31984,2521
668.33966,4118
668.34915,6745
668.37403,4088
668.38534,4925
668.44736,23470
669.02329,1969
669.14106,2011
669.15314,7422
669.20001,23450
669.28575,2303
669.33345,4817
669.36938,22863
669.38087,3323
669.39478,3657
669.40579,3625
669.45037,3435
670.01445,2479
670.14796,2631
670.203,1807
670.33092,84097
670.36503,11433
670.39037,15616
670.41266,78435
670.43783,8904
671.29482,266401
671.33433,19553
671.34903,26626
671.38562,37008
671.42206,13973
671.43333,95120
671.44482,20413
671.45885,17896
672.03931,36828
672.2978,67112
672.34387,17608
672.36918,13091
672.40594,27164
672.41702,153152
672.42839,38470
672.43559,10778
673.04249,9729
673.09082,2356
673.0995,5373
673.3279,13109
673.36432,23077
673.40073,64149
673.41216,40849
673.42009,29152
673.43709,24066
673.98325,1712
674.03437,3140
674.0501,2468
674.34894,70102
674.35985,23879
674.38528,61254
674.39642,71003
674.43256,106282
675.32662,14180
675.34416,88826
675.35551,10036
675.36957,7428
675.3807,16005
675.39223,51033
675.43616,26534
676.034,2480
676.36538,67643
676.53117,4489
677.35935,137475
678.12958,11003
678.33372,39329
678.36315,28742
678.40644,1697
679.12441,2090
679.14956,1536
679.31559,17082
679.33695,1524
679.35377,1605
679.36582,2121
679.40178,30341
680.01818,3207
680.14508,10116
680.33785,3558
680.349,19719
680.37436,24870
680.38577,4649
680.40109,4156
681.1407,4672
681.30101,6776
681.32174,45031
681.35865,7944
681.36859,12682
681.37854,19879
681.40589,5391
681.99584,176405
682.3286,30466
682.36533,35987
682.39076,14759
682.4015,31540
682.99959,52255
683.1558,1769
683.32735,41513
683.34906,3172
683.35811,3436
683.38535,8169
683.39682,5678
683.43665,57273
683.45881,5379
683.99397,19835
684.00289,5307
684.31014,1989
684.33177,8433
684.38041,111232
684.41688,10622
684.43923,15188
684.47836,147503
684.93524,1774
684.99723,4441
685.36488,21974
685.37607,23363
685.384,22529
685.40131,10994
685.41249,6539
685.4379,13284
685.48149,37355
685.98884,1560
686.28882,1780
686.32443,1708
686.39623,128010
686.43287,78949
687.2898,157113
687.32603,121110
687.38013,84719
687.39144,33512
687.39883,15224
687.41656,80200
687.42808,8387
687.43573,6065
688.01255,41386
688.29344,41810
688.32927,49818
688.36487,100721
688.37601,148770
688.40161,11132
688.41285,34642
688.42041,10583
688.43766,14620
689.0167,12854
689.06466,3183
689.12176,3301
689.35944,69928
689.3711,57253
689.37834,17468
689.39594,68229
689.40713,7217
690.01105,4780
690.07902,39765
690.3076,9188
690.34389,7529
690.35836,10470
690.36918,25866
690.37462,16039
690.39955,6020
691.13696,6996
691.18174,1675
691.33916,6332
691.35376,5273
691.36576,29050
691.39057,6939
692.13277,2662
692.31208,2317
692.37781,21316
692.41085,7422
692.44725,124723
693.1532,5662
693.31585,2443
693.33832,15848
693.36994,13335
693.38216,5220
693.4063,4704
693.45067,35904
694.14823,2035
694.3282,5245
694.35381,33373
694.36469,5419
694.40108,6553
695.17928,18392
695.28975,17368
695.30019,48338
695.3583,8371
695.3849,3151
696.17852,17684
696.34481,5845
696.38133,5922
696.41706,2254
697.05889,1530
697.34154,11214
697.35179,37596
697.36431,3771
697.37581,9724
697.40114,18495
697.41198,2973
697.44846,53822
697.96825,11005
698.34925,13483
698.37278,3434
698.39658,20785
698.42224,4295
698.45831,58641
698.49506,2521
698.97237,2507
699.38034,55370
699.4168,1874537
699.4529,33681
699.71224,1691
700.33939,18963
700.37589,36507
700.41247,71133
700.42043,533288
700.49617,19414
701.32307,141044
701.40743,1203624
701.44402,56225
701.49293,3694
701.99947,5313
702.35524,68390
702.38046,46154
702.39152,75587
702.4106,315764
703.32128,52592
703.33886,47535
703.37538,230805
703.38703,35154
703.41207,85058
703.42325,104323
703.96904,2622
703.98698,20870
704.02669,27000
704.14564,9373
704.33414,66547
704.35323,35966
704.37861,50833
704.38513,42735
704.40681,329399
704.9906,5655
705.0302,1569
705.08064,32244
705.14031,10171
705.33676,2327911
705.41046,92977
705.9832,45209
706.30893,26734
706.34026,588375
707.33236,75500
707.34399,58554
707.38532,12804
707.39712,13356
707.40577,14229
707.42232,8111
708.34449,46249
708.35962,9440
708.36962,6110
708.38059,4758
708.39564,3699
708.40586,3321
708.41704,5573
709.30716,67187
709.34369,115690
709.38036,40998
709.40066,4179
709.41267,8943
709.47437,16951
710.31069,11988
710.34863,145730
710.38507,41038
710.39624,34246
710.4197,5171
711.04681,2886
711.17413,11097
711.35157,29228
711.38018,8042
711.39044,4800
711.41707,8926
711.42818,21969
711.45132,3423
712.34052,5877
712.35305,4513
712.36576,5270
712.37565,15132
712.38738,9688
712.41198,14295
712.44866,2369
712.4599,6866
713.18959,93778
713.3251,33971
713.33861,17067
713.39601,72261
713.40702,6313
713.43252,20879
714.19299,32861
714.3917,77402
714.41701,20127
714.42827,61599
714.45382,10948
714.46474,63769
715.1389,22389
715.31559,5930
715.3753,19043
715.41183,133902
715.42318,12333
715.44834,27945
716.1326,1573
716.3966,93213
716.40742,38892
716.41914,127360
716.44408,53100
716.4918,10170
717.39131,31329
717.40229,242758
717.42293,20216
717.4748,16408
717.97422,13394
718.14846,2102
718.35009,37509
718.38631,57596
718.40588,65234
718.4227,66120
718.86899,3438
718.97703,2171
719.3105,9747
719.34573,5528
719.37068,40518
719.39665,13904
719.40847,3699
719.42632,5607
719.94358,2089
719.96167,2350
720.3651,46597
720.37983,20927
721.33236,2588774
721.39996,181632
721.41268,14890
722.33533,613590
722.36685,11052
722.40252,45258
722.41379,7930
723.32718,65033
723.33892,58897
723.38963,27636
723.40619,4844
723.42209,5081
724.33192,11428
724.34012,18084
724.35458,8232
724.3759,12404
724.39961,6873
724.41268,3390
724.47437,5993
725.36042,11112
725.37087,6883
725.43271,31100
725.44366,125901
726.00878,1810
726.35551,115227
726.407,3045927
727.31987,85224
727.41025,1010343
727.44854,42460
727.46308,76291
728.3386,144355
728.37065,41627
728.40691,242787
728.44346,46669
728.46601,24433
729.34244,49641
729.39163,46598
729.41081,58657
729.4281,83992
729.43914,43521
729.46469,16790
730.33269,202259
730.38675,29585
730.40211,12398
730.42319,45901
730.45946,59404
731.3354,52930
731.37037,15467
731.38135,36568
731.40663,91939
731.41746,12945
731.43214,36594
731.44336,8628
731.45456,17856
732.3549,5031
732.3662,18474
732.37697,41685
732.39147,35231
732.41025,38387
732.43726,4526
733.12714,4169
733.15674,6558
733.36213,9241
733.38621,28018
733.39729,12089
733.41289,10746
733.42264,27242
733.43748,8197
734.31577,18843
734.39599,96407
734.57177,21924
735.17167,32863
735.31107,9882
735.34363,51258
735.35627,5263
735.37936,3497
735.39961,23419
735.42835,5741
735.57572,6288
736.06867,2428
736.14497,22168
736.1759,5094
736.29565,56919
736.34749,11180
736.37603,12461
736.40186,12120
736.41268,31031
737.12952,20063
737.2995,16931
737.35963,68016
737.37303,171997
737.4072,12145
737.43216,6394
738.35469,206441
738.36224,135501
738.37634,50456
739.16899,50340
739.35869,58048
739.36448,55704
739.38671,17803
739.41197,12287
739.42725,17902
739.44885,10079
740.09728,25991
740.17281,17158
740.37198,11413
740.4071,24680
740.43149,6058
740.44364,10493
740.48001,25499
741.33371,46334
741.35451,142056
741.39085,38251
741.40189,12725
741.42742,11637
741.43863,11285
741.46393,8709
741.47501,14713
741.97452,7002
742.33122,17209
742.35818,34676
742.38638,31332
742.39734,39435
742.42269,40175
742.45952,12454
743.29371,93574
743.31472,189877
743.36078,59443
743.38212,167079
743.40741,18461
743.41837,96023
743.43771,105112
744.29728,20828
744.31828,51941
744.36502,20716
744.41333,120858
744.43872,316367
745.37597,23423
745.38611,40294
745.42229,116169
745.44164,86964
745.46993,99163
746.32717,119494
746.37058,23844
746.3811,75041
746.41778,75610
746.45355,12945
746.47384,20680
747.11698,9834
747.33114,31532
747.36591,21366
747.39191,14555
747.40238,23702
747.42205,11587
747.44991,6291
748.13127,14610
748.3895,95405
748.40565,28721
749.13141,8377
749.34495,89197
749.36408,20159
749.39221,24553
749.4075,16360
749.43238,9220
750.32059,10796
750.35459,75991
750.41489,3071
750.42755,4804
751.14569,31871
751.35836,20281
751.37479,59573
751.41213,61272
751.42363,36284
752.14941,4266
752.29083,17997
752.37185,7932
752.39676,45082
752.40808,10803
752.48113,13088
753.14114,1546
753.28078,16805
753.36836,11537
753.39149,49024
753.40298,32777
753.41464,14047
753.43906,56056
754.27137,11503
754.35746,53791
754.38598,39859
754.40582,18139
754.42289,13462
754.43399,39904
754.45914,20607
754.49563,145849
754.90633,3606
755.35994,12889
755.38194,19590
755.40685,43058
755.418,22461
755.45471,8871
755.4912,54262
755.49875,36667
756.40231,62034
756.43899,28549
756.47546,147444
756.48809,12083
757.15404,4572
757.17962,18829
757.3269,8253
757.38651,18543
757.39715,16028
757.4344,194914
757.46012,17806
757.47871,37785
758.38211,24122
758.39322,18916
758.41856,95009
758.42934,29980
758.43763,37328
758.4442,33976
758.45558,28079
758.46618,93294
759.28888,215145
759.34465,15612
759.36567,49622
759.40272,14492
759.41309,23360
759.43864,61642
759.44996,65393
759.46643,63148
759.48603,78241
760.29192,51927
760.40827,1774065
760.48899,12138
760.58765,12270
761.1518,5937
761.41148,447922
761.42798,85468
762.27133,2598
762.37618,10928
762.4025,13403
762.41516,64673
762.60415,9376
762.61727,9182
763.13748,1723
763.36063,5007
763.39776,14775
763.41157,20391
763.42323,54251
763.44858,15261
763.96508,3362
764.3636,95605
764.39636,38515
764.41953,16409
764.43344,54923
764.48066,11244
